cif,formula
4076170,Cr4 H164 C196 N20
4076182,Ag4 H72 C44 N8 Cl4
4076185,Ag4 H128 C92 N8 Cl4
4076193,H100 Pd4 C108 N12 O24
4076195,Ti6 H106 C74 Cl6 O6
4076202,P2 H63 Ru2 C61 N2 O8
4076210,Si12 Sn3 H144 C54
4076221,Na4 Y4 B40 H132 C56 N20
4076222,Na2 Y2 B20 H90 C36 N2 O6
4076234,Ti4 H194 C124 O18
4076235,H144 Ru8 C88 S8 Cl8
4076238,H72 Ru4 C46 Se4 S2 Cl2 O8 F6
4076244,P4 H204 Ru4 C204 N8 O8
4076246,Si8 H248 C208 O4
4076258,P4 H124 Pd4 C120 I4 N4 O8
4076263,Cr8 H64 C56 Se8 O10
4076266,Fe8 H88 C88 S16
4076269,Fe4 H80 W4 C76 S8 O16
4076272,Al2 Si4 Mo2 H88 C50 N6
4076279,P2 H62 Rh2 C40 Cl2 O4
4076280,Cu2 H80 C58 N4 Cl10
4076284,V8 B8 H72 C224 F120
4076288,H168 Pt4 C132 N8
4076294,B4 H92 Ru4 C76 O4
4076296,H96 W4 C84 N8 O8
4076299,Zr4 Si8 H152 C112 Cl8
4076313,Cr3 B3 H165 C195 N6 Cl3 O3 F72
4076319,H100 Pt4 C80 N16 Cl4
4076322,Co4 H136 C184 O36
4076323,Co4 H92 C112 O16
4076324,Co4 H148 C184 O32
4076327,Cr4 H100 C120 O16
4076339,P8 H168 C200 N16
4076350,B4 Mo4 H56 C44 N12 O8 F16
4076354,Co4 H100 C64 N8
4076358,Co4 H124 C80 N8 O12
4076363,P4 H32 C20 N8 F20
4076366,Si4 Sn2 H64 C42 N6 Cl2
4076368,Si8 Sn2 H120 C62 N8 O4
4076376,Co4 P12 H164 C68 N4 O12
4076377,Co4 P8 H128 C60 N4 O4
4076381,Co4 P12 H196 C88 S8 N4 O40 F24
4076382,Co4 B80 H200 C72 N16
4076385,Cu2 B40 H100 C36 N8
4076387,B36 H108 C36 N8
4076406,B2 H50 Ir2 C94 N10 Cl4 O4 F48.0
4076410,As16 H24 C12 O12
4076423,Ta2 H76 C62 S2 N4 O14 F6
4076424,B8 H72 C112 N8 O24 F8
4076430,Ca4 Si8 H220 C124 N12 O8
4076432,Ba4 H264 C184 N16 O12
4076434,Mg2 H84 C68 N8 O4
4076439,Fe4 H232 C156 N32 O4
4076445,P16 H188 Ir4.0 Rh4 C92 S4 O24 F12
4076448,H132 Ir4 C76 N8
4076450,Fe4 P2 H58 Pd1 C66 Cl6
4076454,Fe8 P4 H92 C112 Se4 O8
4076455,Re2 B18 H94 C36 N2 O6
4076458,B4 P4 H180 Pt2 C147 Br2 N4 Cl6 F48
4076460,B4 P4 H192 Pt4 C109 Br8
4076461,B4 P4 H162 Pt2 C94 Br10 Cl8
4076462,B4 P4 H158 Pt2 C137 Cl6 F48
4076464,Fe2 B2 P4 H110 Pt2 C63 Br4
4076476,H60 Ru6 C64 N2
4076477,H104 C88 N8 O12
4076479,H192 C172 N16 Cl8 O20
4076482,H140 Rh4 C80 N20 Cl12 O8
4076484,H80.0 Rh4 C68.0 N20.0 Cl8.0 O8.0
4076491,Li4 Al4 H240 C136 N16 O4
4076501,Co4 P12 H132 C48 N4
4076511,H108 Rh4 C80 Br4 N12 O4
4076514,P4 H58 Au4 C64 N2 Cl8
4076516,P12 H156 Au12 C174 N6 Cl12
4076530,Si4 B4 H124 C76 N16 Cl4 O4
4076535,P6 H108 W2 C62 N10
4076536,Si8 Ge8 P4 H188 C104 N16 Cl8
4076541,Si8 Ge8 P4 H228 C96 N16 Cl8
4076544,Si4 Ge4 P4 H168 C72 N8 Cl4
4076545,Si8 Ge8 P4 H196 C82 N16 Cl8
4076552,B4 H60 C112 N4 O8 F60
4076556,Si2 B2 H54 C68 N2 O4 F30
4076557,B4 H72 C118 N4 Cl4 F60
4076560,B2 H46 C66 N2 Cl4 F30
4076562,Co4 H116 C148 O16
4076565,Co4 H172 C180 N8 O8
4076566,P4 H102 Pd2 C116 S2 O10 F14
4076567,P2 H26 C48 S4 O2
4076569,Cr2 P2 H54 C56 O4
4076572,Mo8 P8 H144 C168 Cl8 O16
4076577,K4 Mo4 P4 H168 C132 O32
4076585,B4 H24 C92 F60
4076589,Si2 B2 H40 C57 F30
4076601,P8 H132 Ru4 C120 N4 O4 F24
4076603,H44 Pd4 C44 N8 Cl4 O24
4076608,Ti8 H208 C144.0 I0.1712 N7.8288
4076613,In8 H216 C204 O24
4076614,P2 H42 Os6 Au2 C68 O20
4076615,P4 H80 Os12 Au4 C132 O36
4076623,H20 Ru4 C44 N8 O8
4076625,H40 Ru8 C58 O26
4076628,Co4 H20 C28 O20
4076631,Ni4 H144 C192 N8 O16
4076635,Co4 P8 H84 C124 Se2 O10
4076638,K4 B2 P4 H174 Ru2 C89 O2
4076641,Fe4 P4 H108 C112 O8
4076642,Fe4 P8 H136 C68 O28
4076652,Cr4 H136 C136 N16 Cl4
4076656,H70 C86 Br4 Cl6 O8
4076661,Cu8 B8 H88.0 C112 N48 F72
4076666,Ti2 Si2 H90 C56 N2 O4
4076668,Li4 Si4 H96 C60 O8
4076671,Sb4 H76 Os12 C108 O36
4076673,Sb2 H57 Os6 C81 O14
4076676,P8 H168 Pt4 C112
4076687,Ge2 H44 C52 Se2 O2
4076690,Co4 H40 C56 O24 F11.88
4076692,H80 Ru4 C112 N8
4076696,Fe4 H96 C144 N8 O32 F48.0
4076703,Sb4 P4 H144 Os12 C192 O36
4076705,Sb2 P2 H52 Os6 C68 O16
4076709,Sb2 P4 H94 Os6 C124 Cl4 O14
4076718,Re4 H68 C80 N8 O32
4076720,Fe12 P4 H96 Au4 C132.0 O36.0
4076733,Mn2 H86 C66 N6 Cl4
4076736,B8 H136 C100 O16
4076739,B4 H68 C42 O10
4076740,H232 Ru4 C164 S16 N4 Cl12
4076741,H120 Ru4 C104 S12 N4 Cl4
4076745,B2 P4 H68 Os2 C84 I2 N2 Cl2 O4
4076747,Ni4 H72 C80 Br8 N24 O12
4076750,Zr2 Mo2 H92 C68 S2 O18
4076762,Ti8 H232 C176 O24
4076763,B4 P4 H104 C104
4076768,B2 H30 C66 N2 F30
4076769,B4 H52 C128 N4 F60
4076770,B2 H22 C62 N2 F30
4076776,Mn8 H72 C128 O24
4076785,Re12 Ag4 P8 H136 C180 O36
4076790,Mn8 H60 Rh4 C64 S8 O24
4076792,Mn8 P4 H60 C96 S8 O24
4076802,Cr4 P4 H80 Au4 C104 O24
4076803,P4 H80 W4 Au4 C104 O24
4076804,H156 Ru4 C104 N8 Cl4.0 O4.0
4076815,Ga24 H264 C128
4076816,H18 Ru6 C38 N6 O18
4076830,H156 W4 C180 N4
4076831,H168 W4 C224 Cl4
4076848,P12 H208 Ru4 C200 N4 Cl8
4076853,P8 H224 Rh4 C188 Cl4 O20
4076854,Zr2 Si4 H96 C64 O2
4076860,Si4 P4 H128 Ir4 C132 O4
4076863,Co4 B16 H106 C72 N4
4076864,Cr8 Fe8 B32 H192 C168 O24
4076867,Fe8 B32 H148 C96 I4
4076869,V2 H64 C44 N4
4076872,V4 H144 C96 N8 Cl4
4076874,V4 P8 H144 C72 N4 Cl8
4076875,V4 P8 H136 C68 N4 Cl8
4076885,P4 H148 Ru4 C116 N24 F24
4076890,P4 H64 Rh2 C90 Cl2 O2
4076891,P4 H64 Rh2 C90 Cl2 O4
4076897,Co4 Si4 B4 H244 C180 N24 O4
4076899,Co4 B4 H212 C140 N24 O8
4076906,Fe2 B4 P4 H52 C60 N8 O4 F24
4076911,Ga2 H32 W2 C24 N2 O10
4076914,Cr4 H60 C48 S8 N4 O8
4076922,Cr8 H208 C144 N16 O24
4076923,Cr16 H140 C112 S8 N4 O8
4076924,Si4 H12 C32 Cl28
4076935,Fe4 H160 Os4 C152 O16
4076937,Fe2 H110 Os2 C90 O8
4076944,Zr2 B22 H84 C42 N6
4076947,B8 P4 H156 C96 O28
4076948,H128 Ru4 C136 S4 N8
4076952,P8 H208 Ru4 C188 S4 N16 O4
4076956,B4 P8 H144 Os4 C168 N8 Cl4 O8
4076958,B2 P4 H76 Os2 C86 N4 Cl2 O2
4076959,Li4 H204 C144 N12 O2
4076960,Li4 H216 C162 N12 O4
4076978,Co2 H64 C72 N8 Cl4 O8
4076986,Mg2 Ti12 H128 C146 N16
4076987,Ba2 Ti12 H187.92 C148 N16
4076988,H84 Pd4 C104 Br4 N16
4076989,H124 Pd4 C136 Br4 N16
4077009,Na2 Ta2 H88 C92 N8 O2
4077011,Zr2 H54 C64 N4 O4 F18
4077022,Cu4 H96 C48 N8 Cl8
4077024,H160 Pd8 C80 N16 Cl16
4077034,H120 Pd4 C76 N4 Cl12
4077037,P4 H90 Pt2 C64 F18
4077040,Fe4 P8 H152 C160 O12
4077041,Fe4 P4 H132 C136.0 S4 O12
4077042,Fe4 Si4 P4 H108 C104 O4
4077043,P4 H66 Ir2 C50 S2 N10 O2 F24
4077044,P8 H122 Ir4 C100.0 N22 F48
4077049,B4 P8 H164 Ru4 C200 F16
4077051,B4 P8 H180 Ir4 C212 Cl36 O4 F16
4077052,Ta4 H228 C200 N8
4077056,Si4 H72 C48 S4 N4
4077057,Si2 H32 C30 S2 N2 O2
4077058,Hg8 H32 C40 S4
4077059,Hg4 H20 C28 S4
4077061,P6 H90 Ru2 C104 O4
4077063,Si4 P4 H160 Ru4 C70 Cl2 O4
4077065,Mo2 H36.0 C24.0
4077070,H84 Rh4 C68 O12
4077077,Fe4 H24 C28 N4 O12
4077078,Fe16 H152 C200 N16 O48
4077081,H80 Ru12 C132 N16 Cl8 O24
4077097,Sb4 P4 H156 Rh4 C136 N4 Cl4 O4 F24.0
4077099,B4 P4 H140 Rh4 C128 N4 Cl4 O4 F16
4077102,B4.0 P4 H156 Ir4 C136 N4 Cl4 O4 F16
4077104,Sb1.98 P2 H70 Ir2 C65 N2 Cl4 O2 F11.88
4077106,K2 Mg2 Si12 H132 C60 N6
4077113,K4 Zn2 Si12 H118 C46 N6
4077114,H88 Ru4 C88
4077126,P8 H172 Pt4 C116 Cl4
4077129,P8 H120 Ru4 C140 N8 F24
4077130,P8 H120 Ru4 C92 N8 O4 F24
4077131,Mo2 P6 H74 C66 S4 O6
4077132,Mo4 P12 H156 C136 S8 O12
4077140,B4 P8 H160 Rh4 C172 N8 O12 F16
4077141,B2 P4 H68 Rh2 C76 O4 F8
4077152,Fe2 B14 H38 C28
4077157,B40 H72 C40
4077158,B40 H80 C64
4077159,Na4 B20 H84 C44 O6
4077162,K4 B40 H172 C88 O24
4077164,Na8 B40 H216 C128 O16
4077168,K4 B40 H244 C120 O32
4077170,Zr4 H118 C142
4077173,Fe8 Si8 H152 C80 N24 O32
4077174,Fe4 Si4 Sn4 P8 H160 C160 O28
4077178,Mn8 H120 C168 O32
4077186,H72 C52
4077189,Cr8 H144 C120 O24
4077196,Sb4 H72 C64 N4 Cl24 O4
4077203,Zr4 Si4 H92 C68 Cl8
4077207,Mg4 H108 C84 Br4 O16
4077209,Mg6 P4 H144 C60 N24 O28
4077211,Mg6 H120 C160 N12 O25
4077219,P8 H112 Au8 C192 F40
4077221,P8 H112 Au8 C128 F40
4077223,P8 H105.22 Au8 C88 S8 N8
4077224,Sn8 B80 P8 H224 C136 Br8
4077225,Sn8 B80 P8 H208 Pd4 C128
4077226,Sn4 B40 P8 H124 Pd4 C88 Cl4
4077229,Li4 Ti4 H160 C120 N8 Cl8 O8
4077230,Ti2 H96 C80 N4
4077233,B2 Mo2 H66 C46 Cl4 O6 F8
4077239,Cs4 Si8 P4 H200 C128 N8
4077246,P16 H240 C160 S16 N32
4077249,Al8 P8 H192 C80 S8 N16
4077253,H132 Ru4 Rh4 C104
4077254,Ca4 Si8 H224 C128 N8 O8
4077257,K4 Si8 P8 H220 C156 N8 O8
4077261,P4 H76 Pt4 C88 Cl15.96
4077266,Fe4 B40 H108 C48 N4 O8
4077267,Ta4 H172 C96 N16 Cl8
4077275,Mo4 P4 H92 C104 Cl8
4077284,Ni2 B2 P6 H116 C122
4077286,H128 Pd4 C132 I4 N12 O4
4077292,Nb2 H116 C92 N6 O2
4077296,H88 Pd8 C40 S8 Cl8 O16
4077300,Ni2 P4 H88 C94 Br2 O4
4077305,Si4 P8 H212 Pt4 C236 I4 O8
4077311,B8 P4 H144 Pd4 C103 N13.32 O16 F32
4077315,P8 H109.6 Ru2 C124 Cl9 O2.004
4077317,Fe4 H48 C46 N2
4077320,Zr4 H132 C84 N24 Cl4
4077322,H248 C208 N8 O8
4077350,Ti2 B2 H38 C69 O2 F30
4077356,B4 P4 H124 Pt4 C128 N8 F16
4077359,Zn4 B4 H140 C152 O12 F80
4077362,Al16 H184 C80 N24
4077367,H156 Pd8 C108 Br8 N16 Cl12
4077368,Nb2 Si2 H38 C22 N2 Cl2 O2
4077369,Y4 H96 C72 N4 O4
4077371,Y4 H160 C122 N4 O12
4077377,Fe4 B4 P8 H76 C64 O8 F8
4077381,Si2 H96 Pt2 C74 N4
4077386,P2 H32 Au4 C61 Se2 Cl2 F20
4077388,H176 Ru24 C208 N16 Cl8 O56
4077390,Si8 P4 H152 W8 C138 Cl4 O22
4077391,Si8 P4 H140 W8 C128 Cl4 O16
4077398,Al4 H116 C88 N4 O2
4077404,Si2 B20 H72 C48 O4
4077407,Tl8 H145.5 Pt4 C97.5 Cl4.5
4077412,Sn4 Ge4 H248 C168
4077416,Ag8 H124 C120 N20 O28
4077421,Zr2 Si2 H164 C132 O8
4077431,Si4 P12 H200.04 Ru4 C220 Cl8
4077434,P2 H30 Os10 C182 S4 O23
4077440,H114 Ru2 C68 S6 N12 O24 F18
4077446,Nb8 B8 H80 C224 F120
4077448,Si4 P4 H180 Ru4 C100 N8 O4 F24
4077450,P8 H160 Rh4 C196 Cl12
4077457,Co8 Bi8 H6 C26 Cl4 O24
4077461,Fe8 H60 C60 S4 N8 O24 F12
4077487,Cu8 H192 C128 I8
4077498,P8 H84 Pt8 C146 Cl4 F40
4077499,P8 H96 Pt8 C176 N4 O4 F40
4077511,Hg4 P2 H72 Pt2 C66 Cl6 O16
4077515,P8 H164 Os4 C170 Cl16
4077518,Fe2 P4 H86 C88 N2 O4
4077519,Fe4 P8 H176 C196
4077522,Mo8 H120 C120 O32 F48
4077523,Mo8 H120 C88 Br6.192 Cl1.808
4077529,P8 H84 Os4 C40 S4 O24 F12
4077530,Mo8 H128 C168 N8 O40
4077538,H88 Os24 C184 N8 O80
4077539,H56 Os6 C82 N4 O18
4077541,H60 Rh4 C36 O8
4077546,Fe4 H112 Pt4 C112 S8 Cl8
4077553,B4 H84 Pt2 C100 N12 F48
4077557,Zr4 H88 C64 N4 Cl4
4077560,B8 P8 H180 Os4 C228 N4 O20
4077562,B8 P8 H180 Ru4 C228 N4 O20
4077565,B4 P8 H144 Os4 C180 I4 Cl8 O16
4077566,P8 H148 Rh4 C88 F24
4077568,P8 H116 Rh4 C68 F24.024
4077571,Re8 B4 P8 H124 C200 O56 F96
4077577,P4 H82 Pt2 C122 N2
4077580,Li2 Nb1 H84 C58 N6 O8
4077582,Fe8 P4 H84 C120 O24
4077587,K4 B40 H196 C144.0 O32
4077588,K4 B40 H212 C128 O28
4077590,Si12 H124 C76 N8 Cl4
4077598,B8 P4 H180 Ru8 C92
4077600,Ti4 Si8 H224 C164.0 N24 O4.0
4077603,Ti2 Si4 H142 C104 N14
4077610,Li12 Ga8 H272 C112 N28
4077611,Li12 Al8 H252 C112 N28
4077614,Cu4 Si4 P12 H216 C84 S4
4077625,Na6 La2 H168 C168 O26
4077626,H96 W4 C72 S28 N8 O36
4077630,Co2 B6 H74 Ru4 C58 N2 O8
4077632,Te12 As4 H140 C168
4077636,Li8 H136 C160 O4
4077637,Li4 H132 C136 O8
4077641,Mn4 Cr4 H128 C112 N4 O28
4077654,Al4 Si8 Bi4 H136 C60 N8
4077657,Fe8 H128 Pb4 C104 N8
4077661,H80 Os4 Rh4 C72 N16 Cl4 O8
4077675,Ti2 Fe4 H76 C101.5 Cl7
4077676,H80 W4 C72 Se8 O4
4077677,H40 W2 C36 Se10
4077678,H82 W2 C50 N2 O10
4077687,B4 H64 C96 N4 O4 F60
4077691,Zr4 B4 H88 C128 O4 F60
4077694,Si4 B4 P8 H172 Ru4 C108
4077695,Co16 P8 H144 C200 N24 O40
4077713,B4 H216 Pt4 C160 N12 O24 F16
4077722,P2 H68.0 Pd2 Pt2 C74.0 S4 N6 Cl8 O4
4077726,H88 Pt8 C144 N8 O8
4077727,H100 Au4 C56 I8 N8 O4
4077731,Ti4 H64 C48 N4 Cl4 O8
4077732,Ti4 H76 C44 N4 Cl8 O12
4077733,Ti8 H168.0 C96 N8 Cl16 O24
4077736,Fe4 H96 Os4 C88 O16
4077738,Fe1 B2 P2 H38 C36 O2
4077740,Fe8 P8 H124 C108 N12 O24
4077741,Fe4 P4 H62 C54 N6 O12
4077755,P4 H108 W8 C68 O32
4077757,Cr4 P4 H116 C94 O18
4077759,P16 H176 Ru8 Pt4 C224 O24
4077773,Zr2 H74 C48 N2 Cl2
4077775,B40 H56 Ru12 C40 Cl8 O32
4077776,Cu2 B20 P4 H86 Ru6 C90 Cl4 O14
4077777,B20 P2 H52 Ru6 Au2 C54 O16
4077780,Co2 P2 H16 C24 O8 F12
4077785,Fe8 P4 H124 C116 N8 O24
4077787,Sn4 H68 C24 N4
4077789,Si8 Mo4 H80 C48 O12
4077790,Si8 Mo4 H108 C60 N4 O8
4077793,H88 Pt4 C36 S4 N12 O12 F12
4077812,Ge4 H48 C52
4077813,Si4 Ge4 H96 C104
4077819,Mn8 H72 C80 O16
4077829,Ti4 H144 Rh8 C104 S8 O8
4077830,Ti4 H68 Ir12 C84 S8 O32
4077833,Zr2 H106 C78 N10
4077837,H80 Ir2 C68 I4 N10
4077839,B4 P8 H236 Os4 C132 O12
4077841,P4 H125 Pd4 Pt4 C144 N13 Cl14 O2
4077845,Ge8 H110 Ir6 C156 O12
4077861,As4 H84 C112
4077864,As4 P8 H108 C104 Cl8 F24
4077888,Sc4 Si16 H176 C92
4077891,K8 Si16 H168 C88
4077894,H136 Rh8 C168 S16 N40 O48 F48
4077896,P2 H79 Pd2 C73 N4 Cl6 O9.5
4077912,H160 Pt8 C190 N24 O6
4077916,Fe4 B28 H76 C64
4077918,B56 H208 Ru8 C184 N24
4077921,P12 H164 Ru12 C204 S16 Cl8 O20
4077922,P12 H164 Ru12 C172 S16 Cl8 O20
4077925,B4 Mo12 H176 Ir8 C180 N24 Cl24 O36
4077926,Si4 B4 Mo8 H120 Ir8 W4 C144 N24 Cl8 O40
4077927,B2 Mo6 H56 Ir4 C70 N12 Cl4 O16
4077933,Fe2 P4 H42 C44 N14 O2 F24
4077935,B2 P2 H110 C102 O2 F30
4077938,B4 P4 H144 C144 F40
4077939,B2 P2 H98 C104 O4 F30
4077942,H52 Pt2 C30 S2 N6 O8 F6
4077949,Ni4 H76 C52 N8 Cl4
4077952,P4 H172 Pd4 C160 I4 N4 O16
4077961,B6 P6 H136 Rh2 C138 N6 F16
4077962,B2 P6 H98 Rh2 C102
4077968,H60 Pt2 C44 N4 Cl4 O8
4077969,H38 Pt1 C25.988 N2 Cl2 O3.994
4077971,H48 Pt2 C36 N4 Cl4 O4
4077989,B80 P8 H256 Rh8 C104 Cl8 O12
4077991,Ge4 P4 H172 Ru4 C160 S16 N8 Cl8 O4
4077994,Ge4 P8 H212 Ru4 C236 Cl12 O4
4078000,Sn2 H86 C88 Br6
4078001,Sn2 H48 C56 Br4 Cl4 O2
4078010,K3 Al3 H60 C24
4078014,P4 H96 Pd2 C66 S2 O12
4078024,B4 P12 H176 C220 Cl8
4078026,B4 P6 H96 Rh2 C116 Cl12 O2 F8
4078028,K2 P6 H202 Rh2 C166 O22
4078034,Cu4 P8 H120 C128 N28 O4 F24
4078035,Cu2 P6 H80 C70 N12 Cl8 O2 F12
4078051,Ti4 Si16 H176 C112 N16 Cl8 F24
4078053,Ti4 Si16 H200 C115.2 N16 Cl8 O8
4078055,P4 Ir4 H112 C84 N12 Cl4 F24
4078056,P8 H132 Ir4 C116 N4 Cl4 F24.0
4078057,P2 H58 Ir2 C42 N6 F12
4078062,H160 Ru4 C124 N16 O8
4078067,Li4 B4 H112 C140 S4 O8 F40
4078083,H208 C176 N16 O8
4078085,Zr2 Si4 H116 C50 N12
4078087,H232 C120 N24
4078095,Fe2 H96 C78 Br4 N4
4078100,Al4 Si4 H168 C80.0 N4
4078101,Al4 Si4 H184 C88 N4
4078105,Al4 Si4 H256 C132 N12
4078106,Al4 Si4 H244 C124 N16
4078107,P4 H148 Ru8 C88 S4 Cl8
4078111,P4 H184 Ru8 C128 S4 Cl12
4078116,P4 H94 Ir2 C68
4078117,B40 H72 C36
4078118,B80 H144 C72
4078120,Si8 B80 H192 C88
4078121,B40 H80 C64
4078123,B80 H112 C44
4078130,Fe4 Si4 H112 C94 S4
4078133,Si8 H224 Ru8 C152 S8
4078134,Fe8 Si4 H188 C124 S8 N8 O12 F12
4078143,H96 Os4 C64 N4 Cl4 O8
4078148,Zr4 Si8 H256 C188 N24
4078150,H108 Pd2 C74 S2 N6 O12 F6.0
4078155,H172 Pd4 C164 N16 Cl4
4078164,P8 H200 Ir8 C168 S8 N16 Cl8 F48
4078172,Fe4 P8 H160 C148 I4 N4
4078176,P2 H50 C44 O8
4078182,Fe2 H50 C60 Br4 N6 Cl12
4078188,P4 H156 Rh4 C100 N12 Cl8
4078194,Cu8 Hg8 H160 C152 N16 Cl16 O16
4078196,Cu4 Hg4 H76 C76 N8 Cl4 O8
4078197,Si16 H208 C120
4078204,Fe16 P8 H96 C112 O24
4078210,Ag4 H160 C200 Br4 N48 O4
4078220,Si8 H112 Pt8 C96 N16 Cl16
4078221,Si4 B2 H78 Pt4 C94 N8 O4 F36
4078224,P8 H220 Ru4 C156 O12
4078230,B2 H52 C26 N2 O4
4078232,Li4 Si8 P4 H140.0 W4 C80 O40 F4
4078240,H144 Ir4 C100 N8 Cl4 O12
4078241,H86 Ir2 C66 N4 Cl4 O12
4078248,H72 Ir2 C100 S2 N10 O2
4078254,P12 H116 Ir4 C36 Cl4
4078255,P12 H140 Ir4 C60 Cl4
4078278,K2 B2 H84 Pt2 C56 N16 O16
4078284,Cu4 H56 Au8 C144 N8 Cl60
4078285,Fe4 P4 H176 Ru4 C152 N4 Cl8 O20
4078289,Sc4 Al8 H252 C156 N8
4078293,Fe4 P4 H80 C72
4078294,Fe4 P4 H100 Au4 C100 Cl4 O4
4078297,P2 H84 Ru2 C70 N2 O2
4078299,H280 Ru8 C176 N8 O16
4078301,Al4 Si16 H204 C96 Br8 O4
4078305,Ge4 H228 C196 N8
4078311,Ni4 H144.0 C168 N8 O4 F48
4078312,Ni4 P4 H164 C112 N4 O4 F12
4078317,Fe8 Si8 H72 C72 O16
4078319,Ag2 H32 C26 N4 Cl2
4078320,Ag2 H32 C26 Br2 N4
4078322,Ag2 H64 C52 I2 N8
4078326,Fe4 P8 H160 C72
4078332,Si4 H108 Pb2 C60
4078339,Ti4 B4 H16 C68 Cl12 F40
4078342,Zr2 H82 C170 O8
4078347,Fe2 Si2 P2 H40 C34 N2 O4 F12
4078348,Fe4 Si4 P4 H104 C76 N4 Cl8 O12 F24
4078357,Fe4 H128 C96 N8 O24
4078362,Mo4 P12 H152 C116 Cl4
4078369,P4 H100 Ru4 C76
4078374,Sn6 H76 C60 N6 O12
4078375,Sn6 H76 C60 N4 O12
4078376,Sn6 H72 C58 Br2 N4 O12
4078377,P8 H224 Rh8 C136.0 S8.0
4078378,P8 H240 Rh8 C168 S8
4078379,P4 H128 Rh4 C100 S4
4078386,H50 Pd2 C42.0 S2 N8 O8 F6
4078390,P12 H212 Ru4 C108 O4
4078395,B4 P4 H144 Ru4 C108 O4 F16
4078396,Fe8 Co8 B24 H176 C104 O24
4078398,Al2 H92 C48 N2
4078403,Nb8 H200 C208 N16 O4
4078404,Ti4 P4 H80 Rh8 C100 S8 O22
4078406,B8 Mo4 P12 H160 C72.0 N8 F32
4078407,Mn1 H46 C28
4078411,Zn2 Si4 H66 C42 N6 O2
4078415,Li4 P4 H96 C88
4078416,P4 H100 C88
4078439,K2 Hf2 Si16 H164 C76 O12
4078443,Fe4 P8 H180 Ru4 C188 N4 Cl8 O4
4078448,Zr4 B40 H108 C80 F4
4078451,Zr4 B40 H96 C56
4078452,Zr8 B80 H256 C144
4078453,Zr2 B20 P2 H70 C54
4078458,H82 Ir2 C54 N4 O8
4078465,P8 H240 Os4 C128 Cl8 O16
4078466,P2 H86 Os2 C51 Cl4 O8
4078475,Fe2 Si2 H98 C62 N4 Cl2
4078478,Y2 Si4 P2 H122 C82 N2 O2
4078482,Y2 Si4 P2 H138 C90 N2 O2
4078485,Y2 Si4 P2 H126 C96 N2 O2
4078486,Sc4 Si8 P4 H204 C156 N4
4078488,Lu4 Si8 P4 H252 C192 N4 O8
4078497,P20 H160 Pt4 Rh8 C180 Cl28 O8 F24
4078498,Ni4 P20 H176 Rh8 C180 Cl28 O8 F24
4078501,Hg4 P20 H176 Rh12 C180 Br8 Cl24 O8 F24
4078509,H74.0 Pd4 C56 N2 O12
4078513,Re4 H136 C112 N12 Cl8 O8
4078518,Zr4 Si8 H228 C144 N28
4078528,Fe4 H104 C80
4078535,Fe4 H136 C112 O4
4078536,H116 Au4 C92 N12 Cl20 O4
4078548,P8 H102 Ir2 Os2 C117 S2 Cl2 O12 F6
4078549,B2 P8 H106 Ir2 Os2 C116 O7 F8
4078564,Fe8 B80 H152 C96 Br8
4078567,P4 H138 Ir4 C110 S8 Cl12 O6
4078573,B4 H144 C108 N8 Cl4
4078576,Sb4 P4 H98 Ir2 C84 Cl4 O2 F24
4078577,Sb4 P4 H102 Ir2 C86 Cl4 O2 F24
4078578,H224 Au8 C176 N16 Cl8
4078579,H164 Au4 C116 N8 Cl16
4078585,Y4 P4 H248 C180 N16 O4
4078590,Y4 Si4 P4 H228 C160 N12
4078597,Si8 H296 C168 N24
4078602,Ge2 H34 C40 N2
4078609,H132 C100 S4 N4 O12
4078611,H232 C176 S8 N8 O24
4078613,H248 C184 S8 N8 O24
4078616,Mn8 H192 C192 N8 O88
4078619,Li4 H140 C104 N8 O8
4078629,P4 H72 Ir2 C80 S2 Cl2 O4
4078630,P8 H112 Ir4 C144 S4 Cl4 O12
4078632,Ni4 P12 H124 C156 S4 Cl4 O4 F24
4078637,P12 H136 Pd4 C156 S4 N4 O4 F24
4078641,P4 H92 W4 C80 O28
4078643,P8 H152 Ru4 C148 O12
4078646,P4 H68 Ru2 C72 Cl4 O4
4078648,P8 H136 Ru4 C144 O8
4078654,H40 C80 N4 O4 F36.0
4078656,H104 Ru8 C136 N16 Cl24
4078659,H208 Ru16 C192 S16 N16 Cl12 O28
4078660,H36 Ru4 C50 N6 Cl14 O8
4078661,H28 Ru2 C26 S2 N2 Cl4 O4
4078663,Si4 H84 C40 S4 N8 O12 F4
4078669,Si4 P16 H224 Ir4 Rh4 C128 O8
4078685,Zn2 H24 C26 Cl4 O12
4078687,P8 H192 Pt4 C140 O24
4078691,P16 H288 Pt8 C168 O16
4078692,H60 Ru2 C40 O4
4078693,H120 Ru4 C76
4078697,H176 Au8 C168 N48 Cl8
4078713,Fe4 H60 C56 I4 O8
4078727,Y2 H188 C130 N6 O4
4078731,H66 Ru6 C74 N2 O4
4078741,Fe4 H88 C104 O4
4078744,Fe4 H144.424 C124 N12 Cl8
4078752,Fe4 H92 C108 N4 O16 F24
4078754,Fe8 H156 C180 N8 Cl8 O16
4078755,Fe4 H76 C100 N4 O12 F24
4078757,Na4 Zn2 H73 C29 S8 N4 O27
4078770,B4 P8 H184 Os4 C100 Cl4 O12
4078773,Mo4 H72 C208 N4 O8 F100
